post_id,post_date,post_type,reach,click,likes,comments,share,reaction
17447,2024-01-24,short,123,10,4.0,236,64,86
17448,2024-03-19,short,695,35,42.0,194,95,475
17449,2024-03-21,article,695,49,49.0,67,46,296
17450,2024-02-14,article,5291,53,476.0,55,71,283
17451,2024-03-13,promo,363,33,36.0,31,50,143
17452,2024-02-13,promo,940,0,85.0,138,64,449
17453,2024-02-16,promo,8389,84,671.0,134,3,398
17454,2024-03-28,promo,3578,0,286.0,80,59,275
17455,2024-01-13,promo,477903,43011,38232.0,6,59,219
17456,2024-02-02,promo,3791,38,152.0,250,16,41
17457,2024-02-15,promo,1062,42,64.0,261,40,498
17458,2024-03-04,article,532,48,53.0,34,100,439
17459,2024-02-23,short,6292,189,566.0,68,39,498
17460,2024-02-18,short,4272,85,299.0,119,57,201
17461,2024-02-16,article,482080,48208,28925.0,165,30,337
17462,2024-03-19,promo,825,74,58.0,273,3,143
17463,2024-03-13,short,415366,20768,33229.0,127,21,131
17464,2024-03-12,article,75,3,8.0,64,32,202
17465,2024-01-02,short,6878,69,619.0,5,93,126
17466,2024-03-16,article,650693,19521,19521.0,205,88,379
17467,2024-03-12,article,1677,84,101.0,54,85,164
17468,2024-01-10,article,8311,249,582.0,74,51,449
17469,2024-03-16,article,2533,25,228.0,117,40,463
17470,2024-03-31,promo,9386,188,0.0,176,34,415
17471,2024-03-18,promo,8864,0,620.0,293,94,171
17472,2024-02-12,promo,8651,519,0.0,125,7,327
17473,2024-02-18,article,258025,10321,18062.0,294,29,484
17474,2024-02-24,promo,393,8,20.0,112,56,393
17475,2024-01-08,article,7878,630,79.0,210,96,164
17476,2024-01-06,article,266,8,19.0,127,61,250
17477,2024-01-14,short,8544,427,256.0,77,10,450
17478,2024-01-16,short,998486,29955,19970.0,225,90,337
17479,2024-02-12,short,465892,18636,4659.0,277,55,498
17480,2024-02-13,article,2975,119,30.0,145,64,282
17481,2024-03-18,short,656162,19685,6562.0,160,28,34
17482,2024-02-04,article,2326,186,116.0,199,17,368
17483,2024-03-11,article,4472,45,0.0,243,87,481
17484,2024-02-03,short,253765,17764,22839.0,32,98,197
17485,2024-02-28,short,6890,689,207.0,154,41,298
17486,2024-01-26,article,512913,20517,30775.0,117,10,328
17487,2024-03-04,short,2886,173,29.0,85,10,202
17488,2024-02-13,article,4430,354,0.0,232,86,45
17489,2024-01-12,article,370560,37056,14822.0,111,14,124
17490,2024-03-20,promo,3825,115,344.0,106,29,454
17491,2024-01-07,article,499,10,30.0,271,100,245
17492,2024-02-01,promo,114,9,7.0,23,95,363
17493,2024-02-15,short,9032,542,90.0,15,0,283
17494,2024-02-29,promo,868,17,43.0,97,35,33
17495,2024-02-08,short,506,10,51.0,195,35,54
17496,2024-02-08,short,345380,27630,27630.0,221,8,224
17497,2024-03-16,article,436,9,0.0,159,60,253
17498,2024-01-15,promo,391,8,4.0,54,37,69
17499,2024-03-28,promo,4241,424,382.0,112,47,361
17500,2024-01-18,promo,3599,324,144.0,225,81,272
17501,2024-02-17,article,2785,111,223.0,218,35,318
17502,2024-01-12,promo,7209,505,288.0,42,92,450
17503,2024-03-10,promo,4393,220,44.0,15,33,340
17504,2024-01-28,promo,2666,80,160.0,185,50,166
17505,2024-02-24,promo,9925,198,992.0,90,48,3
17506,2024-03-19,article,1427,29,100.0,107,6,382
17507,2024-02-15,article,900,72,0.0,85,23,469
17508,2024-03-22,short,158,16,5.0,126,68,72
17509,2024-02-04,article,11738,117,704.0,21,65,279
17510,2024-03-10,promo,8181,82,409.0,53,63,307
17511,2024-01-25,short,168,13,17.0,182,69,147
17512,2024-02-23,promo,4373,394,437.0,167,85,290
17513,2024-03-05,article,1708,0,51.0,85,49,424
17514,2024-01-31,short,682,41,55.0,150,92,188
17515,2024-01-29,article,774,39,77.0,101,98,69
17516,2024-02-29,article,1587,32,0.0,26,33,341
17517,2024-01-26,short,2397,168,72.0,121,0,382
17518,2024-03-26,promo,5349,0,535.0,176,64,249
17519,2024-02-12,promo,823,0,0.0,256,92,101
17520,2024-01-16,promo,4447,44,267.0,210,76,227
17521,2024-03-01,article,171143,10269,3423.0,272,17,337
17522,2024-01-20,article,653,0,59.0,88,50,2
17523,2024-02-28,short,934411,65409,93441.0,78,16,427
17524,2024-02-06,short,785,8,31.0,175,39,59
17525,2024-01-10,short,1993,140,140.0,3,39,448
17526,2024-01-29,short,4739,237,427.0,229,43,144
17527,2024-01-25,article,689342,34467,68934.0,121,21,303
17528,2024-01-15,promo,5345,107,214.0,278,87,83
17529,2024-02-07,article,8262,496,744.0,154,6,286
17530,2024-03-27,article,4423,88,0.0,56,74,319
17531,2024-02-11,article,523833,0,5238.0,173,49,462
17532,2024-02-22,article,809,49,49.0,155,80,355
17533,2024-01-14,article,4305,301,258.0,44,93,466
17534,2024-01-14,short,545,0,27.0,182,36,207
17535,2024-03-10,short,2334,70,70.0,285,98,68
17536,2024-03-08,promo,3810,381,114.0,72,14,482
17537,2024-02-02,short,969,87,48.0,91,74,189
17538,2024-03-23,article,476,48,24.0,54,22,473
17539,2024-03-02,short,8038,723,322.0,36,97,98
17540,2024-03-08,promo,6080,122,547.0,4,11,164
17541,2024-03-26,promo,398218,15929,0.0,172,88,33
17542,2024-03-12,short,109,0,8.0,241,12,167
17543,2024-01-15,article,28601,572,2574.0,285,81,212
17544,2024-01-26,promo,8299,0,415.0,194,57,339
17545,2024-03-18,promo,4746,142,332.0,226,70,391
17546,2024-01-08,promo,364835,36484,25538.0,152,79,136
17547,2024-02-17,short,846,17,34.0,240,65,448
17548,2024-02-16,short,221498,19935,8860.0,61,84,123
17549,2024-02-11,article,812,8,16.0,129,50,84
17550,2024-01-31,promo,3957,79,40.0,18,20,8
17551,2024-03-20,promo,3770,0,75.0,233,36,331
17552,2024-01-24,short,259611,10384,7788.0,274,34,54
17553,2024-01-23,promo,3122,219,219.0,246,51,2
17554,2024-02-11,short,640,19,45.0,263,34,93
17555,2024-01-30,article,5400,324,270.0,59,81,424
17556,2024-01-01,short,761522,30461,53307.0,190,86,416
17557,2024-01-14,promo,7230,72,506.0,10,5,348
17558,2024-01-03,short,892,62,62.0,89,30,287
17559,2024-01-18,article,422085,0,33767.0,150,76,238
17560,2024-01-27,promo,435202,26112,34816.0,76,25,429
17561,2024-02-08,short,103231,3097,8258.0,75,25,481
17562,2024-03-22,promo,8833,442,0.0,192,80,244
17563,2024-02-17,short,641,32,45.0,276,24,379
17564,2024-03-01,promo,921,9,64.0,86,10,96
17565,2024-01-13,article,865,35,52.0,274,92,116
17566,2024-02-08,short,2069,41,83.0,137,12,453
17567,2024-02-02,promo,463291,32430,18532.0,227,33,50
17568,2024-03-13,article,369,30,7.0,45,6,283
17569,2024-01-10,short,79,8,5.0,117,26,198
17570,2024-03-25,article,3748,300,187.0,35,43,10
17571,2024-03-11,short,2200,110,66.0,110,11,38
17572,2024-02-22,article,7499,225,300.0,62,35,296
17573,2024-03-12,short,66,7,5.0,30,59,371
17574,2024-03-15,short,874,9,35.0,177,88,299
17575,2024-01-09,promo,4273,385,385.0,103,95,440
17576,2024-01-16,short,3448,345,172.0,183,86,375
17577,2024-02-16,short,3580,143,179.0,258,27,213
17578,2024-03-05,article,2289,206,229.0,261,27,405
17579,2024-03-04,article,708,57,35.0,36,45,84
17580,2024-01-30,article,616,31,18.0,22,85,62
17581,2024-02-04,article,9374,562,187.0,189,42,294
17582,2024-01-26,promo,8689,869,174.0,117,78,167
17583,2024-03-06,article,1019,92,51.0,272,66,167
17584,2024-03-13,promo,2708,135,271.0,97,70,231
17585,2024-03-30,short,242,22,24.0,155,46,480
17586,2024-02-08,short,606140,48491,42430.0,212,22,237
17587,2024-02-20,article,4992,449,499.0,165,92,179
17588,2024-01-21,short,3719,37,37.0,92,89,77
17589,2024-02-07,promo,448,13,45.0,24,33,288
17590,2024-02-17,article,507146,10143,0.0,281,16,343
17591,2024-02-15,short,411,33,21.0,54,15,337
17592,2024-01-13,article,394,4,12.0,37,48,205
17593,2024-02-12,promo,3179,318,95.0,175,64,91
17594,2024-03-20,article,195,18,2.0,196,38,374
17595,2024-02-04,article,9865,197,986.0,221,70,256
17596,2024-02-09,promo,844371,16887,0.0,179,14,255
17597,2024-02-22,short,98,8,7.0,33,62,286
17598,2024-03-28,short,8351,585,418.0,1,53,292
17599,2024-03-02,promo,87,7,3.0,278,51,379
17600,2024-02-13,short,7191,503,360.0,29,98,373
17601,2024-03-08,short,2215,0,222.0,109,99,31
17602,2024-02-28,promo,600680,30034,36041.0,70,59,389
17603,2024-01-02,promo,1007,10,10.0,95,88,108
17604,2024-03-14,promo,894,80,72.0,160,32,472
17605,2024-02-17,short,4515,226,452.0,298,2,235
17606,2024-03-09,article,322,6,19.0,122,12,223
17607,2024-02-05,article,313876,31388,3139.0,232,70,157
17608,2024-02-09,promo,661,40,46.0,135,98,497
17609,2024-02-13,article,1927,39,77.0,78,15,473
17610,2024-01-29,promo,96084,7687,0.0,119,10,90
17611,2024-02-21,article,654976,65498,0.0,231,41,481
17612,2024-01-13,short,3261,0,98.0,55,83,185
17613,2024-02-02,promo,3763,75,38.0,252,25,357
17614,2024-01-07,promo,3333,100,67.0,258,23,331
17615,2024-02-21,short,7765,78,776.0,65,52,192
17616,2024-01-18,article,3656,37,110.0,71,6,64
17617,2024-03-26,article,679,20,48.0,17,70,44
17618,2024-01-13,promo,3462,242,346.0,67,22,252
17619,2024-03-18,short,502239,30134,45202.0,264,33,405
17620,2024-01-29,short,183,0,9.0,87,27,116
17621,2024-03-29,article,705478,7055,63493.0,275,53,142
17622,2024-02-04,short,9235,739,277.0,155,86,448
17623,2024-02-05,article,1055,106,21.0,33,29,184
17624,2024-03-04,article,2961,148,148.0,228,21,429
17625,2024-02-21,short,686,48,55.0,41,56,2
17626,2024-02-14,promo,9314,652,652.0,60,69,140
17627,2024-02-07,article,8392,587,420.0,18,92,76
17628,2024-03-07,article,1283,103,13.0,284,100,375
17629,2024-03-26,promo,1708,171,154.0,200,19,176
17630,2024-02-01,short,428567,0,34285.0,97,95,287
17631,2024-02-12,short,6651,333,0.0,278,71,101
17632,2024-01-10,promo,8557,171,257.0,174,11,338
17633,2024-02-15,promo,807,65,16.0,147,74,154
17634,2024-02-19,short,7520,677,150.0,121,100,448
17635,2024-01-23,article,7779,467,778.0,12,73,359
17636,2024-03-29,article,2938,206,59.0,178,21,272
17637,2024-03-01,promo,3906,117,117.0,225,7,198
17638,2024-02-29,article,3157,284,158.0,242,45,467
17639,2024-02-08,article,4386,307,0.0,108,56,217
17640,2024-03-15,article,4765,48,429.0,143,69,0
17641,2024-02-07,article,7154,358,0.0,101,89,163
17642,2024-02-22,article,3262,261,261.0,98,74,319
17643,2024-03-29,promo,1026,10,92.0,83,81,73
17644,2024-01-03,short,3929,393,236.0,275,87,187
17645,2024-01-07,promo,9669,580,774.0,213,86,136
17646,2024-03-05,short,918,9,92.0,138,94,361
17647,2024-02-17,article,508,51,5.0,47,36,256
17648,2024-03-28,promo,6252,500,625.0,76,29,443
17649,2024-03-19,short,3874,271,271.0,283,90,133
17650,2024-01-25,promo,270,14,14.0,120,77,185
17651,2024-01-09,promo,450,40,36.0,122,24,102
17652,2024-01-16,short,3974,0,397.0,247,72,48
17653,2024-02-01,promo,2644,26,0.0,252,27,228
17654,2024-02-11,short,3145,189,314.0,86,33,163
17655,2024-01-08,short,147768,2955,1478.0,270,0,51
17656,2024-01-17,promo,485,29,10.0,161,30,387
17657,2024-02-09,short,7508,0,751.0,93,92,81
17658,2024-03-14,short,598416,23937,59842.0,157,53,458
17659,2024-01-22,promo,955556,57333,95556.0,45,80,245
17660,2024-02-29,short,1216,36,85.0,293,45,1
17661,2024-03-23,article,756621,52963,52963.0,120,46,390
17662,2024-01-21,promo,8273,83,414.0,45,35,408
17663,2024-02-20,article,581,29,35.0,19,47,350
17664,2024-02-27,short,1518,30,61.0,119,87,354
17665,2024-02-21,short,943991,37760,37760.0,195,95,341
17666,2024-02-27,article,782,70,8.0,63,88,253
17667,2024-03-22,article,1022,41,51.0,138,88,470
17668,2024-02-15,short,4275,86,342.0,22,12,397
17669,2024-03-11,article,8485,509,679.0,124,81,437
17670,2024-02-25,promo,524,42,37.0,137,52,15
17671,2024-01-16,article,922312,46116,73785.0,202,39,150
17672,2024-02-03,promo,1042,52,31.0,126,50,30
17673,2024-02-16,article,723,29,65.0,34,75,489
17674,2024-01-25,article,6612,198,198.0,247,55,462
17675,2024-01-26,article,889,9,27.0,268,25,156
17676,2024-01-16,promo,849,59,42.0,247,45,279
17677,2024-02-07,promo,3416,137,171.0,19,63,425
17678,2024-01-29,article,3242,162,130.0,150,11,248
17679,2024-03-31,article,4015,281,402.0,287,3,204
17680,2024-02-11,short,215973,4319,12958.0,128,24,287
17681,2024-03-24,promo,4845,97,484.0,50,37,329
17682,2024-01-11,article,495129,44562,9903.0,47,80,67
17683,2024-02-15,short,195308,11718,11718.0,183,45,239
17684,2024-03-28,article,5714,343,0.0,212,19,458
17685,2024-01-17,article,331,0,33.0,163,34,406
17686,2024-01-01,promo,3825,230,306.0,169,49,386
17687,2024-01-22,short,1646,99,49.0,121,93,341
17688,2024-01-31,short,3937,39,118.0,231,2,387
17689,2024-02-18,article,616636,55497,49331.0,40,56,83
17690,2024-03-26,short,5381,161,538.0,150,96,88
17691,2024-02-04,promo,8586,0,86.0,170,57,340
17692,2024-01-19,short,724,14,0.0,195,34,50
17693,2024-03-11,article,6594,659,330.0,269,69,460
17694,2024-03-23,promo,9995,100,100.0,245,56,414
17695,2024-02-02,article,782603,7826,70434.0,280,46,175
17696,2024-01-17,short,7705,539,231.0,162,19,308
17697,2024-03-10,promo,754,15,45.0,122,98,442
17698,2024-01-08,promo,1463,73,15.0,165,90,204
17699,2024-03-03,short,2742,247,0.0,223,99,439
17700,2024-02-21,promo,711343,21340,49794.0,15,66,39
17701,2024-02-09,promo,3232,129,226.0,167,68,0
17702,2024-01-18,article,4926,443,0.0,201,89,126
17703,2024-03-10,promo,4273,0,171.0,63,61,257
17704,2024-03-07,short,9870,888,395.0,150,57,111
17705,2024-01-12,article,6150,123,615.0,248,12,456
17706,2024-01-25,article,7621,229,762.0,44,93,145
17707,2024-01-02,promo,4472,45,134.0,77,12,188
17708,2024-02-24,article,955442,66881,19109.0,212,63,94
17709,2024-03-31,article,2376,0,95.0,41,83,417
17710,2024-01-28,short,3307,33,165.0,73,66,335
17711,2024-01-09,article,650057,45504,32503.0,79,42,409
17712,2024-03-24,short,10480,838,1048.0,266,51,324
17713,2024-03-08,short,5473,0,55.0,164,48,366
17714,2024-03-22,article,8753,613,350.0,163,97,374
17715,2024-02-18,promo,5200,312,52.0,285,93,163
17716,2024-01-07,short,1598,160,32.0,270,71,296
17717,2024-02-17,article,3318,332,0.0,206,73,480
17718,2024-03-01,article,969744,0,96974.0,286,80,322
17719,2024-02-05,short,2380,71,71.0,106,44,409
17720,2024-03-21,short,3495,140,105.0,214,81,448
17721,2024-01-27,article,4158,42,416.0,195,47,284
17722,2024-03-12,article,489,10,29.0,138,53,342
17723,2024-03-15,promo,728786,65591,65591.0,159,69,177
17724,2024-03-13,short,104469,2089,3134.0,105,64,401
17725,2024-02-11,promo,849,68,34.0,139,81,241
17726,2024-02-22,short,520,21,52.0,259,65,97
17727,2024-02-24,promo,1470,59,74.0,104,49,83
17728,2024-02-14,promo,43890,4389,3072.0,168,56,218
17729,2024-01-14,promo,4585,229,183.0,30,7,58
17730,2024-02-14,short,4631,232,417.0,88,88,133
17731,2024-01-05,promo,7690,538,384.0,101,0,187
17732,2024-03-18,short,4977,199,50.0,164,76,53
17733,2024-03-21,article,257,10,15.0,226,10,94
17734,2024-01-02,short,811,81,73.0,195,29,16
17735,2024-02-03,promo,3433,343,34.0,124,82,418
17736,2024-03-13,promo,7967,159,319.0,109,22,346
17737,2024-01-07,article,332,20,20.0,14,12,160
17738,2024-01-12,article,727,0,0.0,107,4,114
17739,2024-02-08,short,6232,0,0.0,35,30,294
17740,2024-03-21,article,1574,31,63.0,256,88,442
17741,2024-02-14,short,3875,349,310.0,284,5,400
17742,2024-03-06,article,279,11,8.0,27,95,335
17743,2024-01-31,promo,3772,38,339.0,70,30,414
17744,2024-03-22,promo,4596,138,92.0,280,67,84
17745,2024-03-10,promo,85,6,8.0,122,94,179
17746,2024-03-28,promo,8240,412,247.0,46,38,438
17747,2024-03-05,short,3067,61,0.0,24,23,498
17748,2024-03-04,promo,392,27,16.0,57,20,25
17749,2024-01-13,article,4755,238,95.0,246,76,464
17750,2024-02-07,promo,2815,113,28.0,93,73,265
17751,2024-03-14,short,5461,0,273.0,298,10,323
17752,2024-01-16,short,2022,202,81.0,111,26,454
17753,2024-03-03,promo,5218,522,0.0,167,98,402
17754,2024-03-06,promo,441,4,44.0,149,51,329
17755,2024-01-14,short,6257,313,438.0,300,43,405
17756,2024-02-28,short,967111,19342,38684.0,243,0,109
17757,2024-02-07,promo,9046,181,543.0,285,40,302
17758,2024-02-20,article,3329,33,100.0,238,36,67
17759,2024-03-05,article,1378,124,,239,26,114
17760,2024-03-18,article,4237,0,254.0,199,30,132
17761,2024-01-03,promo,1144,46,80.0,232,35,41
17762,2024-03-18,short,2042,163,61.0,22,55,185
17763,2024-03-31,short,315,13,13.0,151,86,404
17764,2024-01-04,short,112,7,4.0,149,0,272
17765,2024-02-01,short,2977,119,268.0,62,54,495
17766,2024-02-08,article,889008,53340,44450.0,28,45,213
17767,2024-03-28,promo,465,28,19.0,293,29,78
17768,2024-01-02,article,746,22,22.0,195,97,144
17769,2024-02-15,article,7525,226,527.0,293,99,156
17770,2024-02-27,short,363458,29077,25442.0,208,11,56
17771,2024-01-03,promo,823,66,25.0,167,1,211
17772,2024-02-13,article,1470,59,147.0,84,40,386
17773,2024-03-09,promo,288564,2886,0.0,0,99,470
17774,2024-03-29,article,1073,0,64.0,108,85,124
17775,2024-01-25,article,81,5,5.0,233,56,343
17776,2024-02-02,short,794,32,64.0,49,31,287
17777,2024-01-09,article,395,12,20.0,176,12,66
17778,2024-02-08,article,704,56,14.0,190,51,472
17779,2024-01-23,article,340,31,0.0,240,20,184
17780,2024-02-28,short,9509,951,571.0,271,78,209
17781,2024-02-29,promo,173136,10388,10388.0,157,8,122
17782,2024-02-09,short,3828,268,230.0,50,19,453
17783,2024-03-13,promo,484,0,15.0,98,79,163
17784,2024-01-25,promo,132,9,13.0,141,100,396
17785,2024-03-10,article,1694,152,152.0,188,50,95
17786,2024-03-05,promo,3062,31,61.0,165,30,324
17787,2024-02-25,short,3021,0,121.0,48,92,185
17788,2024-03-11,promo,8621,690,172.0,3,24,101
17789,2024-02-03,article,4059,406,203.0,13,84,270
17790,2024-03-22,article,8014,481,401.0,29,37,443
17791,2024-01-15,promo,121,10,7.0,236,13,277
17792,2024-02-13,promo,551,11,39.0,137,55,214
17793,2024-02-09,article,318,22,6.0,96,34,330
17794,2024-02-07,article,67,1,2.0,7,33,425
17795,2024-03-08,promo,319606,25568,15980.0,185,73,260
17796,2024-03-15,article,451,0,14.0,150,53,8
17797,2024-02-01,short,717,72,50.0,21,50,72
17798,2024-03-23,promo,1699,51,153.0,159,62,403
17799,2024-03-19,promo,110,2,8.0,62,20,91
17800,2024-03-21,article,466,33,0.0,189,35,27
17801,2024-01-09,short,4852,194,97.0,216,18,95
17802,2024-01-03,article,3468,277,277.0,1,15,439
17803,2024-02-22,short,1326,106,93.0,255,9,403
17804,2024-02-16,article,758,68,45.0,11,26,92
17805,2024-01-23,promo,665,20,0.0,81,95,163
17806,2024-01-02,short,6100,488,122.0,21,78,175
17807,2024-01-19,article,4686,94,422.0,200,41,318
17808,2024-03-29,article,9885,988,395.0,108,22,110
17809,2024-02-09,article,2496,50,125.0,70,71,7
17810,2024-01-21,article,1130,113,34.0,276,29,443
17811,2024-03-16,promo,4695,282,0.0,276,21,471
17812,2024-03-22,promo,8712,348,348.0,3,25,243
17813,2024-02-21,short,24025,1682,961.0,144,50,68
17814,2024-01-22,promo,519158,41533,51916.0,173,24,127
17815,2024-02-11,short,8632,777,777.0,66,15,145
17816,2024-01-08,promo,981176,9812,68682.0,128,17,206
17817,2024-03-20,short,328892,13156,19734.0,69,50,477
17818,2024-01-18,promo,120,5,10.0,44,58,257
17819,2024-02-15,promo,136,7,8.0,126,1,438
17820,2024-02-08,promo,5495,330,550.0,18,41,67
17821,2024-01-13,promo,2901,290,87.0,100,27,359
17822,2024-03-04,short,349,28,17.0,252,5,93
17823,2024-03-05,article,1131,34,34.0,34,100,164
17824,2024-01-20,short,794,48,48.0,130,41,377
17825,2024-02-20,article,1712,154,137.0,271,47,211
17826,2024-03-28,article,131,5,9.0,43,57,336
17827,2024-03-25,promo,821,57,57.0,96,71,6
17828,2024-03-25,short,8377,754,335.0,291,69,399
17829,2024-01-05,article,2177,131,218.0,99,2,227
17830,2024-01-13,article,4428,221,354.0,71,99,239
17831,2024-03-11,promo,694,14,56.0,45,70,491
17832,2024-03-10,promo,7739,0,77.0,281,95,299
17833,2024-02-16,promo,2186,219,87.0,111,5,188
17834,2024-03-07,promo,1350,81,108.0,290,12,318
17835,2024-02-18,promo,861856,0,8619.0,292,69,226
17836,2024-02-15,promo,856898,25707,77121.0,52,46,436
17837,2024-03-08,promo,5648,226,0.0,85,73,233
17838,2024-03-26,article,908,91,54.0,214,89,470
17839,2024-01-29,article,665,66,7.0,299,52,373
17840,2024-02-16,promo,206833,10342,18615.0,10,17,108
17841,2024-01-18,short,4105,287,410.0,54,33,77
17842,2024-03-18,short,4529,317,272.0,195,79,310
17843,2024-02-11,short,269,19,3.0,70,74,119
17844,2024-01-25,article,402968,40297,12089.0,119,48,149
17845,2024-02-08,short,191425,17228,0.0,117,39,266
17846,2024-02-07,short,2333,233,23.0,66,14,325
17847,2024-02-23,article,2545,254,25.0,290,91,407
17848,2024-02-27,article,5654,113,283.0,281,23,265
17849,2024-01-24,short,9223,922,830.0,171,95,312
17850,2024-03-09,promo,571,46,6.0,102,21,265
17851,2024-02-28,promo,44307,1772,2215.0,134,28,71
17852,2024-01-30,short,9431,189,189.0,124,81,233
17853,2024-02-19,promo,486768,14603,9735.0,241,73,489
17854,2024-01-24,article,779886,7799,62391.0,208,52,109
17855,2024-03-24,article,433,0,9.0,198,5,174
17856,2024-03-20,short,943,9,66.0,271,1,129
17857,2024-03-11,short,2354,188,141.0,71,97,234
17858,2024-03-10,short,690,48,34.0,99,3,448
17859,2024-01-12,promo,780555,62444,0.0,175,63,47
17860,2024-01-01,article,347,31,31.0,134,42,228
17861,2024-03-03,short,1077,75,75.0,35,12,47
17862,2024-01-05,short,4352,87,348.0,6,75,332
17863,2024-02-08,promo,1446,58,145.0,140,32,48
17864,2024-02-12,promo,829354,49761,58055.0,187,93,23
17865,2024-01-21,article,4313,86,345.0,235,31,36
17866,2024-03-15,article,710859,21326,71086.0,34,38,331
17867,2024-02-09,short,3338,134,100.0,259,11,211
17868,2024-03-18,article,127960,5118,0.0,160,0,327
17869,2024-02-09,article,1446,43,145.0,286,23,58
17870,2024-03-04,promo,213533,6406,12812.0,294,10,382
17871,2024-02-29,short,3209,96,32.0,222,96,500
17872,2024-03-25,article,9024,722,90.0,277,36,156
17873,2024-03-16,article,2625,26,79.0,166,100,48
17874,2024-03-23,short,669796,60282,40188.0,45,39,40
17875,2024-02-05,promo,758,38,15.0,149,79,118
17876,2024-01-23,short,57,0,3.0,278,37,455
17877,2024-02-27,promo,2333,140,233.0,21,48,87
17878,2024-02-11,short,720,72,7.0,116,0,436
17879,2024-03-27,short,920,64,18.0,93,76,266
17880,2024-02-11,article,106696,4268,5335.0,16,41,20
17881,2024-01-04,promo,2283,23,160.0,229,60,0
17882,2024-01-25,promo,4487,0,224.0,152,14,488
17883,2024-03-11,short,9983,799,699.0,12,42,30
17884,2024-02-09,promo,259,0,3.0,56,93,432
17885,2024-02-02,promo,648395,64840,38904.0,123,39,500
17886,2024-02-20,short,9948,199,597.0,229,99,226
17887,2024-03-25,promo,680983,47669,0.0,79,94,223
17888,2024-02-05,short,456578,36526,22829.0,266,97,50
17889,2024-03-02,article,3259,293,293.0,236,83,56
17890,2024-02-19,promo,5342,160,374.0,196,65,210
17891,2024-01-13,promo,67877,2036,2715.0,19,72,271
17892,2024-03-07,promo,527,47,26.0,164,43,482
17893,2024-03-18,article,4794,240,48.0,117,16,426
17894,2024-01-23,article,711,57,57.0,250,84,227
17895,2024-01-27,article,99,1,2.0,109,3,452
17896,2024-03-27,article,554,28,0.0,289,3,209
17897,2024-03-03,short,375191,3752,11256.0,280,47,343
17898,2024-01-02,short,738044,29522,0.0,190,67,430
17899,2024-01-11,short,2756,165,138.0,108,20,439
17900,2024-01-17,promo,892,36,71.0,208,8,99
17901,2024-01-20,article,9780,489,293.0,223,19,192
17902,2024-03-09,short,5729,344,0.0,249,37,434
17903,2024-03-11,short,238980,19118,14339.0,209,74,327
17904,2024-02-09,article,112,1,4.0,261,38,463
17905,2024-01-04,promo,211,2,0.0,279,47,189
17906,2024-02-24,short,944,66,85.0,141,55,344
17907,2024-02-17,article,5359,214,322.0,45,91,478
17908,2024-01-10,short,6599,132,660.0,269,96,29
17909,2024-03-29,short,9226,92,554.0,5,63,221
17910,2024-01-21,short,279,0,6.0,84,9,234
17911,2024-01-20,short,1455,87,131.0,132,78,68
17912,2024-03-21,promo,3969,198,238.0,100,39,114
17913,2024-03-02,promo,4804,144,480.0,3,78,454
17914,2024-03-14,article,1264,25,114.0,299,67,363
17915,2024-02-16,promo,6982,140,698.0,121,51,141
17916,2024-03-25,promo,565,23,0.0,205,55,443
17917,2024-01-19,short,7884,552,552.0,232,39,481
17918,2024-01-08,short,994,60,89.0,59,94,23
17919,2024-01-17,promo,534,0,27.0,114,29,200
17920,2024-02-13,short,413150,0,4132.0,49,96,166
17921,2024-03-27,promo,4778,143,191.0,168,52,338
17922,2024-03-08,promo,356059,17803,35606.0,100,83,236
17923,2024-01-15,article,991,50,99.0,270,99,493
17924,2024-01-11,promo,9914,496,793.0,33,80,390
17925,2024-02-14,promo,6669,534,0.0,233,96,383
17926,2024-01-13,short,148512,10396,8911.0,61,64,161
17927,2024-02-19,article,622062,49765,0.0,197,80,214
17928,2024-03-24,short,864643,8646,25939.0,152,15,323
17929,2024-02-28,promo,1000,50,40.0,124,82,123
17930,2024-02-12,article,760995,45660,68490.0,133,59,105
17931,2024-02-09,short,9982,998,299.0,88,2,409
17932,2024-02-17,article,525,47,32.0,295,52,199
17933,2024-01-31,promo,513,21,21.0,116,87,237
17934,2024-01-12,promo,1040,0,0.0,217,74,110
17935,2024-01-01,article,784,55,47.0,80,12,131
17936,2024-01-24,article,1002,10,90.0,223,31,52
17937,2024-01-07,short,8021,561,321.0,300,56,319
17938,2024-01-08,short,563545,11271,39448.0,34,74,365
17939,2024-01-16,article,451332,36107,9027.0,68,92,242
17940,2024-02-24,short,944,9,57.0,41,75,332
17941,2024-01-05,short,758802,15176,7588.0,14,78,402
17942,2024-02-03,article,8161,734,82.0,142,40,273
17943,2024-02-27,short,899,81,27.0,110,66,121
17944,2024-01-13,promo,1429,100,114.0,138,9,126
17945,2024-02-21,short,286,20,26.0,294,0,470
17946,2024-01-19,promo,163,8,15.0,204,97,478
17947,2024-01-18,article,356622,10699,17831.0,43,7,76
17948,2024-03-05,short,6046,484,0.0,186,19,480
17949,2024-03-08,promo,773847,30954,15477.0,40,8,104
17950,2024-01-13,short,6236,499,374.0,177,28,284
17951,2024-01-11,promo,124661,2493,8726.0,54,26,350
17952,2024-03-04,short,1404,14,42.0,232,70,223
17953,2024-03-16,article,4351,348,174.0,285,79,446
17954,2024-03-18,promo,491,25,34.0,73,25,319
17955,2024-03-26,promo,5680,57,454.0,124,35,82
